Questions,num_words,num_characters,num_misspelled,bin_start_interrogative,bin_end_qmark,num_interrogative,bin_start_small,avg_word_sentence,num_sentences,bin_url,readability_score,num_punctuations,bin_taboo,grammar_check,Average IDF,Entropy,Polarity,Subjectivity
a 9- kg bag of mangoes for $12,8,23,0,0,0,0,1,8,1,0,-5.06625,1,0,0,-4.305065594,0.026530882,0,0
is it decreasing when -1 1.,6,22,0,0,0,1,1,6,1,0,-2.73,2,0,0,-3.371638579,0.02938029,0,0
which multiplication sentence can be used to calculate the total shaded area shown in the model below?,17,86,0,0,1,0,1,17,1,0,10.62,1,0,0,-4.6623286,0.031250137,0,0.75
is it decreasing when -1 1?<br />,7,27,1,0,0,1,1,3.5,2,0,-4.877142857,4,0,0,-3.371638579,0.02938029,0,0
Who does k12 and is in 9th grade?,8,26,1,1,1,1,0,8,1,0,-2.71125,1,0,1,-5.703782475,0.004304545,0,0
neverí‰Œæmindí‰Œædelete this......,4,33,0,0,0,0,1,4,1,0,2.9425,6,0,0,-6.907755279,0.000490502,0,0
Rob and Mike are on a club swimming team.<br /> They are training for a statewide swimming meet that will be held in the end of summer. The table shows how many hours Rob and Mike spent at practice each week<br /> practice time (in hours). | Swimmer|weekly|Monday-Friday|<br /> Rob. | 35. | 25 Mike. | 30. | 20 Question: write a possible expression to show how many hours Rob and Mike spend at swim practice over a period of 10 weekends . include parentheses and brackets in your expression.<br /> Please help <br /> and thank you,94,433,5,0,0,2,0,9.4,10,0,3.162234043,22,0,0,-3.805597483,0.361279875,0.225,0.525
Who does k12 and is in the 9th grade? I need help w/ a couple assignments and  was wondering if someone could help me?,24,94,1,1,1,1,0,12,2,0,2.42875,2,0,0,-4.245167452,0.055686096,0,0
Suppose the average rainfall in april was less than the average rainfall in may ,14,66,1,0,0,0,0,14,1,0,7.774285714,0,0,0,-5.490689259,0.013448818,-0.155555556,0.288888889
What is your favorite color,5,23,0,1,0,1,0,5,1,0,2.736,0,0,1,-5.203007187,0.004409409,0.5,1
"Elliotts bad is 75 inches long dog during a growth spurt allegro 6 inches before his girl growth spurt he was 5'11"" tall how much shorter is always better than Elliot",31,136,2,0,0,1,0,31,1,0,14.58129032,0,0,0,-4.59612035,0.07134856,-0.0125,0.441666667
 when making a peanut butter and jelly sandwich be sure to,11,47,0,1,0,1,0,11,1,0,4.194545455,0,0,0,-5.564020532,0.009675608,0.5,0.888888889
 when making a peanut butter and jelly sandwich be sure to use,12,50,0,1,0,1,0,12,1,0,4.195,0,0,0,-4.941642423,0.018516458,0.5,0.888888889
Harvey finished typing his research paper but he needed to proceed it before submitting it to the professor,18,90,0,0,0,0,0,18,1,0,11.12,0,0,1,-6.271766512,0.007640161,0,0
willow scene has been on many subjects the Oktoberfest the Riverwalk and the cultural illiteracy,15,82,1,0,0,0,1,15,1,0,11.818,0,0,0,-5.016904907,0.017452878,0.3,0.3
Why some days it's cold then warm<br /> This is based on science,13,52,1,1,0,1,0,13,1,0,2.823076923,2,0,0,-2.935107652,0.108291834,-0.6,1
Why would bacteria complete binary fission?,6,38,0,1,1,1,0,6,1,0,10.615,1,0,1,-4.853631545,0.01410636,0.1,0.4
kelly predicts that she will spend 30 minutes biking and 45 minutes running. what is the total distance of the race,21,95,1,0,0,1,1,10.5,2,0,4.902857143,1,0,0,-4.881802422,0.033912141,0,0.75
What 9+10 in parentheses <br />,6,26,1,1,0,1,0,6,1,0,-1.16,2,0,0,-6.502290171,0.001402919,0,0
If i drove 30 miles and that is 2/3 of the way how much more do i need,19,53,0,0,0,1,0,19,1,0,0.960526316,0,0,0,-4.171534201,0.037350821,0.5,0.5
What is the ratio of drivers to cars in a stock car race,13,44,0,1,0,1,0,13,1,0,1.011538462,0,0,1,-5.233778845,0.012770297,0,0
Carlos needs 2 3/4 pounds of nails.what will it cost him to the nearest cent?<br />,18,68,1,0,0,1,0,6,3,0,-2.206666667,4,0,0,-4.08770002,0.043736484,0,0
Which pair of properties apply to both sound and electromagnetic waves?,11,61,0,0,1,0,0,11,1,0,9.760909091,1,0,1,-5.564020532,0.009342944,0.4,0.4
Is Obama secretly a Llama??? :O<br />,7,31,2,0,0,0,0,3.5,2,0,-3.531428571,5,0,0,-3.989984547,0.021323376,-0.4,0.7
which one of the following is an example of a distributive property,12,56,0,0,0,0,1,12,1,0,6.55,0,0,0,-3.902072675,0.031982062,0,0.1
"Sally is given the information íÊäó»(1)= 0, íÊäó»(-2)=0 and íÊäó»(3)=0. Which are the factors of the polynomial? A) (x-2)(x 3)(x 1)  B) (x 2)(x-3)(x-1)  C) (x-2)(x-3)(x-1)  D) (x 2)(x 3)(x 1)",47,158,0,0,0,0,0,15.66666667,3,0,-3.976241135,44,0,0,-1.595477838,2.903248669,0,0
what fraction can go into 9/12,7,25,0,1,0,1,1,7,1,0,-1.781428571,0,0,0,-4.915325114,0.008346824,0,0
which choice shows the total distance traveled and displacement of the elevator ,12,68,0,0,0,0,1,12,1,0,11.26,0,0,0,-5.003517826,0.018091862,0,0.75
Each of the four pit stops race car driver makes loses 10 seconds off the leader the pit crew make adjustments and at each other next to pit stop to Game seven seconds on later how much time is the driver of the leader,44,175,0,0,0,1,0,44,1,0,19.30295455,0,0,1,-4.767689115,0.079437009,-0.104166667,0.179166667
which choice shows the total distance traveled and displacement of the elevator ,12,68,0,0,0,0,1,12,1,0,11.26,0,0,0,-5.003517826,0.018091862,0,0.75
"Ryan and Marie had some marbles. If Ryan lost 15 marbles, he would have 4 times",16,64,0,0,0,0,0,8,2,0,0.82125,2,0,1,-4.247495742,0.045105364,0,0
"Sally is given the information íÊäó»(1)= 0, íÊäó»(-2)=0 and íÊäó»(3)=0. Which are the factors of the polynomial? <br /><br /><br /> A) (x-2)(x 3)(x 1)  <br /> B) (x 2)(x-3)(x-1)  <br /> C) (x-2)(x-3)(x-1) <br />  D) (x 2)(x 3)(x 1)",53,188,6,0,0,0,0,17.66666667,3,0,-2.998930818,56,0,0,-1.595477838,2.903248669,0,0
what is the unit price of a exta large bag,10,33,1,1,0,1,1,10,1,0,-0.887,0,0,0,-4.779523573,0.015684495,0.214285714,0.428571429
An item with an original price of d,8,28,0,0,0,0,0,8,1,0,-0.945,0,0,1,-4.787491743,0.009395261,0.375,0.75
"necesitamos calcular el volumen que tendra un ala , para lograr esto, primero calcularemos el volumen de un disco ancho en los en los bordes y delgado en el centro, formando al hacer rotar un area como mostrada en torno al eje x. Luego como el volumen del disco sera proporcionalal al del ala en relacion a los angulos <br /> de rotacion con los que se formo cada uno, tendremos que pi/6 (volumen del ala) / 2pi (volumen del disco). Es decir conociendo el volumen del disco, sabremos cuanto vale el volumen del ala despejando el ""volumen del ala"" de la ecuacion anterior. í‰ŒË encuentra dicho volumen",105,493,72,0,0,0,1,26.25,4,0,12.77785714,14,0,0,-3.879529172,0.574509714,0,0
My Personal Assessment On the Previous Year,7,37,0,0,0,0,0,7,1,0,6.965714286,0,0,1,-5.729100283,0.005237313,-0.083333333,0.233333333
How do you best portray a young boy on stage ,10,35,0,1,0,1,0,10,1,0,0.055,0,0,1,-5.083205987,0.011507037,0.55,0.35
geometry in general lol,4,20,1,0,0,0,1,4,1,0,4.12,0,0,0,-6.214608098,0.002711363,0.425,0.6
Please Help Me I Give Thanks,6,23,0,0,0,0,0,6,1,0,-0.375,0,0,1,-3.566661821,0.035696406,0.2,0.2
"Gherkn, jhcfdesnvcfgtwjk cfbjdhuzjhuire",3,37,3,0,0,0,0,3,1,0,36.59,1,0,0,-6.907755279,0.001471507,0,0
facts about cytoplasm<br />,4,24,1,0,0,0,1,4,1,0,5.2975,2,0,0,-5.991464547,0.00222086,0,0
What is the answer for this I am trying to figure it out can somebody help me?,17,62,0,1,1,1,0,17,1,0,3.970588235,1,0,0,-4.006333685,0.029163571,0,0
And what is 170 is 1/10 of 17?,9,23,0,0,1,1,0,9,1,0,-5.94,1,0,1,-5.703782475,0.00416251,0,0
Which of the following interfere has the greatest absolute value,10,55,0,0,0,0,0,10,1,0,9.475,0,0,0,-4.213128098,0.023993487,0.4,0.666666667
What inequality describes the situation? Let n = the number. A number exceeds  45,13,67,0,1,0,1,0,4.333333333,3,0,3.924358974,2,0,0,-3.937340813,0.061143676,0,0
Which best describes the direct result of the nuremberg trials,10,53,1,0,0,0,0,10,1,0,8.533,0,0,0,-4.938314633,0.015928416,0.55,0.35
"If XY=9 and VW=6,what is VX?<br /> A)3<br /> B)4<br /> C)12<br /> D)13",21,57,7,0,0,1,0,10.5,2,0,-7.881428571,14,0,0,-1.83210081,0.437606669,0,0
"From this chapter, the Chinese believed that they could predict major political and military events by _____.<br /> mixing the five basic elements<br /> firing oracle bones<br /> visiting a psychic<br /> observing patterns in the sky",36,197,4,0,0,0,0,18,2,0,10.85833333,10,0,0,-5.794105113,0.027929246,-0.0075,0.165
Prove that the following equation is an identity:  1 í¢ä‰åäóì 3 cos x í¢ä‰åäóì 4 cosí‰Œ_x / siní‰Œ_x  =     1 í¢ä‰åäóì 4 cos x / 1 í¢ä‰åäóì cos x      ,24,111,0,0,0,0,0,24,1,0,3.71875,0,0,0,-3.249136797,0.285955294,0,0.1
someone help me with this please,6,27,0,0,0,0,1,6,1,0,2.765,0,0,0,-3.391247051,0.031289813,0,0
welfare of my society depends on my society,8,36,0,0,0,0,1,8,1,0,3.765,0,0,0,-4.605170186,0.014900384,0,0
"If , the value of m when D = 5.1 and v = 0.3 <br /> m=?  <br /> Use the equation D x V=M",23,63,2,0,0,1,0,5.75,4,0,-8.520652174,8,0,0,-3.546748778,0.094172392,0,0
Which type of formula represents  ,5,28,0,0,0,0,0,5,1,0,7.446,0,0,0,-5.173154224,0.006811457,0,0
Scrieti sirul numerelor naturale imparesi calculati  al catelea termen este 441 va rog rezolvarea nu decat rspunsul ofer coroana,19,109,17,0,0,0,0,19,1,0,15.09052632,0,0,0,-6.519989748,0.012953711,0,0
who does most of the coding on minecraft or the head of coding,13,50,1,1,0,1,1,13,1,0,3.185384615,0,0,0,-6.214608098,0.003623779,0.5,0.5
Shema narrative aux champs,4,23,1,0,0,0,0,4,1,0,7.6525,0,0,0,-6.502290171,0.002805838,0,0
Best place to dump a dead body,7,24,0,0,0,0,0,7,1,0,-1.781428571,0,0,0,-4.733003557,0.016127756,0.4,0.35
czy aleks jest pienkny,4,19,3,0,0,0,1,4,1,0,2.9425,0,0,0,-6.502290171,0.00277995,0,0
cz ja kiedysbyde piosenkaszem,4,26,4,0,0,0,1,4,1,0,11.185,0,0,0,-6.684611728,0.002383924,0,0
czy ja kiedys byde piosenkarzem<br />,6,32,6,0,0,0,1,6,1,0,4.335,2,0,0,-6.43775165,0.003692367,0,0
íŒ_íŒÁíŒ_íŒŸíŒµ íŒËíïä‰åíŒŸíïäóÖíŒ_íŒ_íŒŸíŒ_íŒŸ íŒŸíŒéíŒŸ íŒËíŒ_íïäó_íïä‰åíŒµíŒ±íŒŸíïäó_íŒµíŒéíŒŸ íïŒíï¨ÍíïäóÁíŒµíïŒíïäó_íŒ_íï¨Ííï_íïäó_?,0,161,0,0,1,0,0,0,1,0,0,1,0,0,-6.725433722,0.002874426,0,0
who invented the Television?,4,25,0,1,1,1,1,4,1,0,8.83,1,0,0,-5.991464547,0.00222086,0,0
What is the value of y when x=11,9,25,0,1,0,2,0,9,1,0,-4.37,0,0,1,-4.767689115,0.006143732,0,0
if any one is in school and bored text me plz i have nothing to do been here for an hour i need someone to talk to boy or girl i dont care,33,106,2,0,0,0,1,33,1,0,10.19909091,0,0,0,-4.64153783,0.047689652,-0.5,1
"An essay on ""Welfare of my society depends on my well being""",12,49,0,0,0,0,0,12,1,0,3.0175,0,0,0,-3.606641356,0.056480745,0,0
quien descrubio america,3,21,3,0,0,0,1,3,1,0,13.04,0,0,0,-6.396929655,0.002289448,0,0
Welfare of my society depends on my well being.,9,39,0,0,0,0,0,9,1,0,2.956666667,1,0,1,-4.828313737,0.012272439,0,0
Salut. In primul rand as vrea sa va urez un an nou fericit. As avea si eu nevoie de un text argumentativ despre importanta implicarii adolescentilor in activitati de protejare a mediului. Multumesc frumos,34,171,26,0,0,0,0,8.5,4,0,6.092941176,3,0,0,-5.364762466,0.047994449,0,0
What are berkelium's chemical and physical properties,7,47,0,1,0,1,0,7,1,0,13.69428571,0,0,1,-2.811032594,0.106481528,0,0.142857143
All of the following are challenges faced by Africa today EXCEPT _____.,11,60,0,0,0,0,0,11,1,0,7.191818182,1,0,0,-4.522932088,0.025303494,0,0.1
Suppose y varies direcly with x.  y= 25 when x= 140  what does x= when y=36?<br /> A)140<br /> B)165<br /> C)201.6<br /> D)176,30,101,5,0,0,3,0,7.5,4,0,-5.434,15,0,0,-2.303585593,0.418589759,0,0
"Question Word Bank The old building looks menacing with giant, ugly ____ adorning the drab exterior walls.   facet mandate pedigree oracles effrontery inexorable reprisal rapt incarnate genuflect restitution trident gargoyles exploits infection entrepreneur  ",32,223,0,0,0,0,0,16,2,0,18.5096875,2,0,0,-6.032286542,0.029651788,-0.4,0.8
what is the highest mountain range in the world ,9,39,0,1,0,1,1,9,1,0,3.48,0,0,0,-5.585999439,0.006342106,0,0
Paragraph on children for Asl ,5,25,1,0,0,0,0,5,1,0,4.62,0,0,0,-6.214608098,0.002711363,0,0
What does Matthew say about Mrs. Blewett?,7,35,1,1,1,1,0,3.5,2,0,2.524285714,2,0,0,-5.349610661,0.007579849,0,0
what is another word of dog<br />í‰Œæ(hint: it is my pic),12,47,2,1,0,1,1,12,1,0,-0.9075,4,0,0,-2.285236455,0.17266355,0,0
The prime minister of the United Kingdom is both the head of government and the leader of Parliament. This means he or she,23,100,0,0,0,0,0,11.5,2,0,4.593478261,1,0,1,-5.521460918,0.014874844,0,0
Which base is found only in DNA?<br /> adenine,9,38,1,0,0,0,0,4.5,2,0,-1.386666667,3,0,0,-4.828313737,0.012034033,-0.4,1
"A(1,1)=? ...."".........................""...........................",3,66,0,0,0,0,0,0.75,4,0,-16.345,60,0,0,-1.86003831,0.202923069,0,0
Iam from turkey.I m turkí‹Œ±sh,7,26,1,0,0,0,0,3.5,2,0,-5.55,1,0,0,-6.907755279,0.001471507,0,0
Which is not determined by the type and arrangement of atoms ina mineral,13,60,1,0,0,0,0,13,1,0,6.808461538,0,0,0,-5.65499231,0.008627214,0,0
bir í€Œ_í‹Œ±karma iíƒŸleminde fark 373 eksilenle í€Œ_í‹Œ±kaní‹Œ±n toplamí‹Œ± 867 olduí‹Ÿuna gí€Œ_re í€Œ_í‹Œ±kan kaí€Œ_tí‹Œ±r ?,19,115,10,0,1,0,1,19,1,0,3.439473684,1,0,0,-5.976197075,0.014531394,0,0
bir í€Œ_í‹Œ±karma iíƒŸleminde fark 373 eksilenle í€Œ_í‹Œ±kaní‹Œ±n toplamí‹Œ± 867 olduí‹Ÿuna gí€Œ_re í€Œ_í‹Œ±kan kaí€Œ_tí‹Œ±r ?,19,115,10,0,1,0,1,19,1,0,3.439473684,1,0,0,-5.976197075,0.014531394,0,0
I have an essay writing competition in my school and I need a good essay on the topic welfare of my society depends on my well being,27,106,0,0,0,0,0,27,1,0,10.56111111,0,0,1,-4.556380022,0.045360905,0.7,0.6
boíƒŸ bí‹Œ±rakí‹Œ±lan yere ne gelmeli acil pls,9,41,8,0,0,0,1,9,1,0,-1.753333333,0,0,0,-6.907755279,0.003433516,0,0
 Briefly describe the client/server model.,6,37,0,0,0,0,0,6,1,0,9.045,1,0,1,-5.403677882,0.007079384,0,0.333333333
"In Anne of Green Gables why does Anne like the word ""scrumptious"" that she learned at the picnic?                   A.    She thinks it is fun to spell.                    B.    Anne believes using it makes her sound more grown up.                    C.    Mary Alice Bell uses it, and Anne wants Mary Alice to like her.                    D.    She thinks it is very expressive.  ",58,235,0,0,0,1,0,5.8,10,0,-0.420862069,10,0,0,-3.918102052,0.192842321,0.366666667,0.416666667
<br /><br /> (3 pt)<br /><br /><br /> Use the map to choose the correct answer to the question.<br /><br /><br /><br /> Which letter identifies the city built by Tsar Peter the Great to serve as Russia's new capital?<br /><br /><br /><br /><br /><br /> A.<br />  A<br /><br /><br /> B.<br />  K<br /><br /><br /> C.<br />  L<br /><br /><br /> D.<br />  N <br /> https://static.k12.com/calms_media/media/945500_946000/945769/1/37d62da57b7b76f6fd3707cc89cbd7f37bd35688/europe1.jpg,81,405,35,0,0,0,0,8.1,10,1,-0.226296296,69,0,0,-2.918192696,0.414933095,0.468181818,0.602272727
"Please choose the answer that describes the scientific notion of 5,098,000?",13,65,0,0,1,0,0,13,1,0,7.533076923,3,0,1,-4.376328614,0.029850155,0,0
8 kiíƒŸilik 79 tane masa bulunan bir dí€Œ_í‹Ÿí€Œ_n salonu tamamen doludur .salondan  7 nin  18 kati kadar kiíƒŸi ayrí‹Œ±lí‹Œ±rsa geriye kaí€Œ_ kiíƒŸi kalí‹Œ±r ? TeíƒŸekkí€Œ_rler ,33,156,22,0,0,0,0,11,3,0,-0.800909091,2,0,0,-5.703782475,0.031580368,0,0
matematyka zadanie 2 strona 33zbior zadaíƒäó_ klasa 2 gimnazjum ,9,55,7,0,0,0,1,9,1,0,9.236666667,0,0,0,-3.624340933,0.06308868,0,0
"It said I caught a virus on my computer, when I opened a light shot picture that someone sent me. I got a warning like this before, but what is going on? Do I actually have a virus or is it a spam? That website seems to be a trusted website. <br /><br /> There was this gray screen saying: you caught a virus , and other stuff. Every time I pressed anywhere after i closed the tab, it would appear again. <br /><br /> What could be happening???!!!",86,359,5,0,0,3,0,12.28571429,7,0,2.786112957,24,0,0,-4.932213332,0.096598747,0.019921875,0.31875
"Chaque sphí€ŒÂre de l'atomium reprí€Œ©sente un agrandissement d'un atome de fer de rayon atomique 0,25 nanometres 1) convertir ce rayon atomique en mí€ŒÂtre et donner son í€Œ©criture scientifique 2) quel est le rapport d'agrandissement ? Donner la rí€Œ©ponse sous forme d'une í€Œ©criture scientifique ",47,258,29,0,0,0,0,23.5,2,0,13.36893617,4,0,0,-3.428153192,0.363106065,0,0
quais sao as diferení€Œ_as e semelhaní€Œ_as entre as sociedades organizadas em castas e as sociedades dirigidas por estamentos? ,20,110,12,0,0,0,1,10,2,0,7.3555,1,0,0,-6.032286542,0.015173885,0,0
326 sayí‹Œ±ní‹Œ±n yí€Œ_zler basamaí‹Ÿí‹Œ± ní‹Œ±n basamak deí‹Ÿeri,12,61,5,0,0,0,0,12,1,0,-2.4775,0,0,0,-6.656440851,0.004277345,0,0
when i want to backup Itools apps it failed<br /> what should i do?<br />,15,59,4,1,0,2,1,7.5,2,0,-1.352,5,0,0,-6.725433722,0.002874426,0,0
"  An empty bucket is placed under a faucet dripping at a constant rate of 4 milliliters per minute. With the given information, which of these statements is a reasonable conclusion?",30,150,0,0,1,0,0,15,2,0,9.149,3,0,0,-4.538680445,0.056066783,0.033333333,0.477777778
essay on discovering the hero with in myself,8,37,0,0,0,0,1,8,1,0,4.35375,0,0,0,-4.342805922,0.013793572,0,0
Qui peut maider pour un dm de histoire ? Je suis en 6eme ,12,44,10,0,0,0,0,6,2,0,-1.5525,1,0,0,-5.075173815,0.026992096,0,0
Hangi sayí‹Œ±ní‹Œ±n 2 katí‹Œ±ní‹Œ±n 4 fazlasí‹Œ± 84 'tí€Œ_r?,13,53,4,0,1,0,0,13,1,0,-4.785384615,1,0,0,-2.898770566,0.154881236,0,0
" In the book Anne of Green Gables why does Anne like the word ""scrumptious"" that she learned at the picnic?                   A.    She thinks it is fun to spell.                    B.    Anne believes using it makes her sound more grown up.                    C.    Mary Alice Bell uses it, and Anne wants Mary Alice to like her.                    D.    She thinks it is very expressive.  ",60,242,0,0,0,1,0,6,10,0,-0.375,10,0,0,-3.941875969,0.194529979,0.366666667,0.416666667
"Kí‹äó_t ABC ma miarí‹ä‹¢ 60 , kí‹äó_t DBCma miarí‹ä‹¢ 25 .jakí‹äó_ miarí‹ä‹¢ moíƒŒ_e mieí‹äóç kí‹äó_t wklensíƒäó_y DBA? Rospatrz 2 przypadki ",24,121,10,0,0,0,0,8,3,0,-3.88875,3,0,0,-4.668228322,0.051138664,0,0
<p>How to numb your lip without using ice to pierce your lip?</p><p>Details please I am a little ditsy. </p>,23,90,0,0,0,1,0,7.666666667,3,0,-1.623623188,10,0,1,-5.087422437,0.053823897,-0.39375,0.75
o fisa de lectura la  secerisul de Vasile Alecsandri,9,43,7,0,0,0,1,9,1,0,5.573333333,0,0,0,-4.392076971,0.032877544,0,0
 fisa de lecturí‹¨Í la seceriíƒŸul de vasile alecsandri,9,48,8,0,0,0,0,9,1,0,4.003333333,0,0,0,-4.392076971,0.032877544,0,0
im trying to delete my brainly account but it wont let be what to do,15,54,2,0,0,1,1,15,1,0,3.026,0,0,0,-5.298317367,0.013903585,0,0
I need a moderater can one of the moderaters out there delete it for me,15,57,2,0,0,0,0,15,1,0,3.968,0,0,0,-4.186459851,0.024966266,0,0
I need a moderater to delete my account can one of the moderaters out there delete it for me,19,74,2,0,0,0,0,19,1,0,6.414210526,0,0,0,-4.399318132,0.029065048,0,0
Which is  the value of the expression when t=5,10,37,0,0,0,1,0,10,1,0,0.526,0,0,0,-4.639071738,0.010554454,0,0
10a 2b 3a 4b simplified ,5,19,4,0,0,0,0,5,1,0,-1.032,0,0,1,-6.725433722,0.002874426,0,0
Va rog mult de tot!Am nevoie urgent de informatii despre Resursele de sol din Rusia! ,16,70,10,0,0,0,0,5.333333333,3,0,1.254166667,2,0,0,-4.787491743,0.042199808,0,0
streszczenie chlopcy z placu broni,5,30,4,0,0,0,1,5,1,0,9.33,0,0,0,-6.571283042,0.003270452,0,0
Subtracting 3xy2 from 8xy2 gives the same result as the expression,11,56,2,0,0,0,0,11,1,0,8.048181818,0,0,1,-5.521460918,0.009601795,0,0.125
when did schools start excisting????????<br /><br /><br /> HELP,9,55,4,1,0,1,1,4.5,2,0,0.706666667,14,0,0,-4.268697949,0.01723406,0,0
a story about a time you had to overcome the force of gravity to get something done ,17,67,0,0,0,0,1,17,1,0,5.632941176,0,0,0,-4.782504201,0.024372356,0,0
juk<br /> jlf<br /> \iff<br /> fed<br /> eee<br /> e<br /> e<br /> e,15,54,11,0,0,0,1,15,1,0,-3.882,14,0,0,-5.403677882,0.014171843,0,0
"Coucou bonne anní€Œ©e et j'ai eu un 5,25/17 je voudrais savoir combien cela fais que 20 Merci d'avance",21,85,14,0,0,0,0,21,1,0,6.788571429,1,0,0,-3.782666984,0.128193952,0,0
erica is 18 squares on Monday she need 7 more squares each day from Tuesday through,16,68,1,0,0,0,1,16,1,0,6.5875,0,0,0,-4.698260609,0.029031974,0.5,0.5
hello my fellow youtube lovers,5,26,1,0,0,0,1,5,1,0,5.562,0,0,0,-6.684611728,0.002383924,0,0
Quel est la capitale du Canada ,6,25,3,0,0,0,0,6,1,0,1.195,0,0,0,-5.332218918,0.010855584,0,0
700 calories for 10 servings of ice cream,8,34,0,0,0,0,0,8,1,0,2.5875,0,0,1,-4.767689115,0.017071116,0,0
Solve the equation for<br /> a.  K = 4a 9ab,9,33,3,0,0,0,0,4.5,2,0,-4.526666667,3,0,0,-3.786859862,0.041436139,0,0
Why did the piano player bang her head against the keyboard?,11,50,0,1,1,1,0,11,1,0,5.050909091,1,0,1,-6.214608098,0.004510308,0,0
Why would controlling this region have been an important goal for both sides in the war?,16,73,0,1,1,1,0,16,1,0,7.765,1,0,0,-4.883373514,0.019431176,0.4,1
identify the type of sentence since the ,7,33,0,0,0,0,1,7,1,0,4.274285714,0,0,0,-4.48738715,0.016256778,0,0
The sum of my dear ones digit and tens digit is 10 my tens digit is greater than my ones digit and a prime number what number am I,29,102,0,0,0,1,0,29,1,0,9.636206897,0,0,0,-4.468311003,0.058662338,0.5,0.5
What do you do when your boyfriend barely talks to you but when he does he acts like he's so in love with you? ,24,87,0,1,0,3,0,12,2,0,1.4475,1,0,0,-3.341043459,0.092778253,0.275,0.35
essay on the changing role of citizenship from pre independent india to present,13,67,2,0,0,0,1,13,1,0,9.344615385,0,0,0,-5.249527202,0.016052187,0,0.0625
WHAT ARE THOSE?!(a question for points only),8,38,0,1,0,1,0,4,2,0,0.5875,4,0,1,-1.687399454,0.151457999,0,1
barb is making the beads necklace she screams one would be debt free blue beads and one boy beating someone write the number for the first date beads that are white what is the rule for the pattern,38,160,0,0,0,1,1,38,1,0,17.40157895,0,0,0,-4.541991284,0.083799307,0.1625,0.308333333
keidjfjckckfkdjjzjsjshxjcjgogjg,1,31,1,0,0,0,1,1,1,0,125.08,0,0,0,-6.907755279,0.000490502,0,0
e<br /> ee<br /> eee<br /> eeee<br /> eeeeee<br /> eeeeeeeeee<br /> eeeeeeeeeeeee<br /> eeeeeeeeeeeeeeeeeee<br />,16,98,15,0,0,0,1,16,1,0,8.35375,16,0,0,-6.096825063,0.007621236,0,0
essay on the role can play in the community to uphold childrens right,13,57,1,0,0,0,1,13,1,0,5.721538462,0,0,0,-4.883373514,0.019712877,0.285714286,0.535714286
basic foods used every day studies weekly,7,35,0,0,0,0,1,7,1,0,5.62,0,0,0,-5.069475794,0.016726192,0,0.125
 explain why all the graphs and just listen show the first quadrant but on the other three quadrants,18,82,0,0,0,1,0,18,1,0,9.026666667,0,0,0,-4.782504201,0.024136989,0.0625,0.354166667
represent the model below using a multiplication equation. don't answer I can't attach a picture.,15,83,0,0,0,0,1,7.5,2,0,7.754,2,0,0,-3.234380011,0.137646647,0,0
Yuri has a rope 12m long. he cuts it into pieces that are each 2m long. what fraction of the rope is one piece,24,87,2,0,0,1,0,8,3,0,-0.74875,2,0,0,-4.81795095,0.035273811,-0.05,0.4
The ratio of cats to dogs in a park is 3 to 4,13,33,0,0,0,0,0,13,1,0,-2.973846154,0,0,1,-3.495508061,0.051056553,0,0
the values in repeated subtraction,5,30,0,0,0,0,1,5,1,0,9.33,0,0,0,-6.396929655,0.002289448,0,0
what did everyone say after the bumpy airplane landing/,9,47,0,1,0,1,1,9,1,0,7.143333333,0,0,0,-5.744604469,0.006545756,0,0
how many square miles greater is the area of South Dakota the area if south Dakota?,16,68,0,1,1,1,1,16,1,0,6.293125,1,0,0,-4.585367559,0.035858716,0.5,0.5
 id appreciate it if you showed your work.,8,34,0,0,0,0,0,8,1,0,1.99875,1,0,0,-5.075173815,0.00903075,0,0
Divide draw a quick picture 26%3,7,27,0,0,0,0,0,7,1,0,-0.435714286,0,0,1,-3.986130978,0.039033445,0.333333333,0.5
Determine the meter of this poem. Which sentence describes the metrical pattern?,12,69,0,0,1,0,0,6,2,0,7.8675,2,0,1,-4.921839795,0.018856351,0,0
sum of one -sixth 2.8,6,17,0,0,0,0,1,3,2,0,-8.155,2,0,0,-4.402229342,0.016270644,0,0
I NEEEEEED HELP WITH 2 QUESTIONS ;P<br /><br /> 1# Complete the equation of the graphed linear function. Write the slope in decimal form.<br /> y = ____ x + ____  <br /> https://static.k12.com/calms_media/media/1522000_1522500/1522149/1/04dbe2757ad7cd03c5d5690457065f810152c1f8/MS_IMC-140829-100651.jpg<br /><br /><br /> 2# Complete the equation of the graphed linear function in point-slope form.<br /> y - 6 = _____ ( x - ____ )<br /> https://static.k12.com/calms_media/media/1522000_1522500/1522152/2/ea5680084526ed31fb64b49393e78f6738cc10e9/MS_IMC-140829-100654.jpg,83,507,20,0,0,0,0,8.3,10,1,6.156506024,37,0,0,-3.184159388,0.495935682,0.1,0.4
How is exercise 5 different from exercise 6,8,36,0,1,0,1,0,8,1,0,3.765,0,0,1,-4.358310108,0.021999681,0,0.6
What is 21/100 reduced,5,19,0,1,0,1,0,5,1,0,-1.974,0,0,1,-6.214608098,0.001798946,0,0
whats 1 plus 1? I need help please,8,27,0,0,0,0,1,4,2,0,-4.1225,1,0,0,-3.097923214,0.091583458,0,0
help please  nygga joooo,4,20,2,0,0,0,1,4,1,0,4.12,0,0,0,-3.783190134,0.027860096,0,0
